dataset,variable,storage_type,stata_variable_label,definition,nonmissing_count,missing_count,unique_nonmissing,value_label_mappings_in_dataset,manuscript_definition,manuscript_source,documentation_status
placebo_test.dta,_pdif,float64,psmatch2: abs(pscore - pscore[nearest neighbor]),psmatch2: abs(pscore - pscore[nearest neighbor]),4195,349,3567,"{""_support"": {""0"": ""Off support"", ""1"": ""On support""}, ""_treated"": {""0"": ""Untreated"", ""1"": ""Treated""}}",,,Not fully documented in the supplied manuscript.
placebo_test.dta,_self_entreact,float64,psmatch2: matched value of entreact (T-T & C-C),psmatch2: matched value of entreact (T-T & C-C),4195,349,3081,"{""_support"": {""0"": ""Off support"", ""1"": ""On support""}, ""_treated"": {""0"": ""Untreated"", ""1"": ""Treated""}}",,,Not fully documented in the supplied manuscript.
placebo_test.dta,Excludespecialsamples,int8,剔除直辖市样本,Indicator used to exclude municipality-level observations in a robustness test.,4544,0,2,"{""_support"": {""0"": ""Off support"", ""1"": ""On support""}, ""_treated"": {""0"": ""Untreated"", ""1"": ""Treated""}}",,,Not fully documented in the supplied manuscript.
placebo_test.dta,time,int8,剔除2020-2022年样本,Indicator used for the robustness sample excluding 2020-2022.,4544,0,2,"{""_support"": {""0"": ""Off support"", ""1"": ""On support""}, ""_treated"": {""0"": ""Untreated"", ""1"": ""Treated""}}",,,Not fully documented in the supplied manuscript.
spatial_effect_master_data.dta,id,int32,id,"City identifier or matrix row identifier, depending on dataset.",4544,0,284,,City identifier used for the 284-city spatial panel or matrix ordering.,,Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,year,int16,year,Calendar year (2009-2024 in the main panel).,4544,0,16,,Calendar year; the final balanced panel covers 2009-2024.,,Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,pilot,float32,,Pilot-city indicator in the spatial panel.,4544,0,2,,Indicator for whether a city is an innovative industrial cluster pilot in the spatial panel.,,Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,entreact,float64,entreact,Entrepreneurial vitality outcome: winsorized number of newly established firms per 100 people.,4544,0,4449,,"Number of newly registered firms per 100 residents in each city-year, after excluding invalid firm records and winsorizing continuous variables at the 1st and 99th percentiles.",China Industrial and Commercial Registered Enterprise Database; population denominator from city statistical sources.,Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,did,int8,did,Difference-in-differences treatment indicator (treat x post).,4544,0,2,,Main policy indicator equal to treat multiplied by post.,Constructed from treat and post.,Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,gdp,float64,gdp,Logarithm of interpolated GDP.,4544,0,4191,,Natural logarithm of city GDP.,"China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.",Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,fin,float64,fin,"Logarithm of interpolated financial-institution loan balance relative to GDP, as labelled in the supplied Stata file.",4544,0,4453,,Financial development measured in the manuscript as outstanding loans of financial institutions divided by city GDP at year-end.,"China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.","Conflict: manuscript defines loans/GDP, while the embedded Stata label refers to an interpolated logarithmic measure. Confirm the actual transformation."
spatial_effect_master_data.dta,stru,float64,stru,Industrial structure upgrading measure; formula and source must be documented before publication.,4544,0,3317,,"Industrial upgrading index: sum across the primary, secondary and tertiary sectors of each sector's value-added share multiplied by sector rank 1, 2 or 3.","China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.",Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,wage,float64,wage,Logarithm of average employee wage.,4544,0,4385,,Natural logarithm of the average wage of urban employees.,"China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.",Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,gov,float64,gov,Ratio of fiscal budget expenditure to fiscal budget revenue.,4544,0,4451,,Fiscal pressure: local general budget expenditure divided by local general budget revenue.,"China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.",Documented in the manuscript; verify against construction code before release.
spatial_effect_master_data.dta,human,float64,human,"Number of enrolled university students per 10,000 people.",4544,0,4451,,Human capital measured in the manuscript as the number of university students per million residents.,"China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.","Conflict: manuscript states university students per million residents, while the embedded Stata label states per 10,000 residents. Confirm the denominator."
spatial_effect_master_data.dta,pubservice,float64,pubservice,Logarithm of interpolated hospital-bed count.,4544,0,4130,,Natural logarithm of the number of hospital beds.,"China City Statistical Yearbook (2009-2024), supplemented by prefecture-level statistical yearbooks and official statistical bulletins.",Documented in the manuscript; verify against construction code before release.
traffic_distance_data.dta,fromid,int32,fromid,Origin-city identifier in the directed city-pair distance table.,80656,0,284,,,,Not fully documented in the supplied manuscript.
traffic_distance_data.dta,toid,int32,toid,Destination-city identifier in the directed city-pair distance table.,80656,0,284,,,,Not fully documented in the supplied manuscript.
traffic_distance_data.dta,dist,float64,交通线路距离,Traffic-network distance between origin and destination cities; unit is presumed kilometres from the analysis code and must be confirmed.,80656,0,69967,,"Traffic-line distance between city pairs, expressed in kilometres in the spatial-boundary specification.",,Documented in the manuscript; verify against construction code before release.
spatial_adjacency_source.dta,id,str,id,"City identifier or matrix row identifier, depending on dataset.",284,0,284,,City identifier used for the 284-city spatial panel or matrix ordering.,,Documented in the manuscript; verify against construction code before release.
spatial_adjacency_source.dta,a1,int8,a1,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a2,int8,a2,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a3,int8,a3,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a4,int8,a4,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a5,int8,a5,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a6,int8,a6,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a7,int8,a7,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a8,int8,a8,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a9,int8,a9,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a10,int8,a10,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a11,int8,a11,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a12,int8,a12,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a13,int8,a13,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_source.dta,a14,int8,a14,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
